regex	method	correct	testForMemb	testForEq	faults	totalStrings	time
Email	Random_0_10_10	true	96	10	0.0	2.4008890760512425E210	4924532
Email	Random_0_10_20	true	96	20	0.0	2.4008890760512425E210	5503652
Email	Random_0_10_50	true	96	50	0.0	2.4008890760512425E210	7135903
Email	Random_0_10_100	true	96	100	0.0	2.4008890760512425E210	5282711
Email	Random_0_10_200	true	96	200	0.0	2.4008890760512425E210	5426457
Email	Random_0_10_300	true	96	300	0.0	2.4008890760512425E210	4954400
Email	Random_0_10_400	true	96	400	0.0	2.4008890760512425E210	3297785
Email	Random_0_10_500	true	96	500	0.0	2.4008890760512425E210	3587567
Email	Random_0_10_600	true	96	600	0.0	2.4008890760512425E210	3970664
Email	Random_0_10_700	true	96	700	0.0	2.4008890760512425E210	4402621
Email	Random_0_10_800	true	96	800	0.0	2.4008890760512425E210	4123717
Email	Random_0_10_900	true	96	900	0.0	2.4008890760512425E210	4191820
Email	Random_0_10_1000	true	96	1000	0.0	2.4008890760512425E210	5540532
Email	Random_0_10_2000	true	96	2000	0.0	2.4008890760512425E210	6853192
Email	Random_0_10_3000	true	96	3000	0.0	2.4008890760512425E210	8341285
Email	Random_0_10_4000	true	96	4000	0.0	2.4008890760512425E210	8359550
Email	Random_0_10_5000	true	96	5000	0.0	2.4008890760512425E210	9215987
Email	Random_0_10_10000	true	96	10000	0.0	2.4008890760512425E210	16486131
Email	Random_0_10_20000	true	96	20000	0.0	2.4008890760512425E210	31683982
Email	Random_0_10_30000	true	96	30000	0.0	2.4008890760512425E210	45674439
Email	Random_0_10_40000	true	96	40000	0.0	2.4008890760512425E210	59538575
Email	Random_0_10_50000	true	96	50000	0.0	2.4008890760512425E210	69012482
Email	Random_0_10_100000	true	96	100000	0.0	2.4008890760512425E210	137729414
Email	Random_0_10_200000	true	96	200000	0.0	2.4008890760512425E210	273698621
Email	Random_0_10_300000	true	96	300000	0.0	2.4008890760512425E210	443749809
Email	Random_0_10_400000	true	96	400000	0.0	2.4008890760512425E210	490495816
Email	Random_0_10_500000	true	96	500000	0.0	2.4008890760512425E210	615290348
Email	Random_0_10_1000000	true	96	1000000	0.0	2.4008890760512425E210	1145022973
Email	Random_0_20_10	true	96	10	0.0	2.4008890760512425E210	1593776
Email	Random_0_20_20	true	96	20	0.0	2.4008890760512425E210	1087784
Email	Random_0_20_50	true	96	50	0.0	2.4008890760512425E210	1300032
Email	Random_0_20_100	true	96	100	0.0	2.4008890760512425E210	1951226
Email	Random_0_20_200	true	96	200	0.0	2.4008890760512425E210	1526122
Email	Random_0_20_300	true	96	300	0.0	2.4008890760512425E210	1384993
Email	Random_0_20_400	true	96	400	0.0	2.4008890760512425E210	2222517
Email	Random_0_20_500	true	96	500	0.0	2.4008890760512425E210	2141382
Email	Random_0_20_600	true	96	600	0.0	2.4008890760512425E210	2744807
Email	Random_0_20_700	true	96	700	0.0	2.4008890760512425E210	2669455
Email	Random_0_20_800	true	96	800	0.0	2.4008890760512425E210	2477253
Email	Random_0_20_900	true	96	900	0.0	2.4008890760512425E210	2916002
Email	Random_0_20_1000	true	96	1000	0.0	2.4008890760512425E210	3045825
Email	Random_0_20_2000	true	96	2000	0.0	2.4008890760512425E210	6132537
Email	Random_0_20_3000	true	96	3000	0.0	2.4008890760512425E210	14395025
Email	Random_0_20_4000	true	96	4000	0.0	2.4008890760512425E210	9694220
Email	Random_0_20_5000	true	96	5000	0.0	2.4008890760512425E210	11278350
Email	Random_0_20_10000	true	96	10000	0.0	2.4008890760512425E210	21602865
Email	Random_0_20_20000	true	96	20000	0.0	2.4008890760512425E210	43327234
Email	Random_0_20_30000	true	96	30000	0.0	2.4008890760512425E210	63365794
Email	Random_0_20_40000	true	96	40000	0.0	2.4008890760512425E210	83659825
Email	Random_0_20_50000	true	96	50000	0.0	2.4008890760512425E210	107310452
Email	Random_0_20_100000	true	96	100000	0.0	2.4008890760512425E210	211558596
Email	Random_0_20_200000	true	96	200000	0.0	2.4008890760512425E210	417600131
Email	Random_0_20_300000	true	96	300000	0.0	2.4008890760512425E210	633327037
Email	Random_0_20_400000	true	96	400000	0.0	2.4008890760512425E210	827711666
Email	Random_0_20_500000	true	96	500000	0.0	2.4008890760512425E210	1039323161
Email	Random_0_20_1000000	true	96	1000000	0.0	2.4008890760512425E210	2154226390
Email	Random_0_30_10	true	96	10	0.0	2.4008890760512425E210	1062120
Email	Random_0_30_20	true	96	20	0.0	2.4008890760512425E210	1079002
Email	Random_0_30_50	true	96	50	0.0	2.4008890760512425E210	1261262
Email	Random_0_30_100	true	96	100	0.0	2.4008890760512425E210	1480469
Email	Random_0_30_200	true	96	200	0.0	2.4008890760512425E210	1928013
Email	Random_0_30_300	true	96	300	0.0	2.4008890760512425E210	2338701
Email	Random_0_30_400	true	96	400	0.0	2.4008890760512425E210	2367956
Email	Random_0_30_500	true	96	500	0.0	2.4008890760512425E210	3069629
Email	Random_0_30_600	true	96	600	0.0	2.4008890760512425E210	3104936
Email	Random_0_30_700	true	96	700	0.0	2.4008890760512425E210	3302523
Email	Random_0_30_800	true	96	800	0.0	2.4008890760512425E210	3899139
Email	Random_0_30_900	true	96	900	0.0	2.4008890760512425E210	4177227
Email	Random_0_30_1000	true	96	1000	0.0	2.4008890760512425E210	4723970
Email	Random_0_30_2000	true	96	2000	0.0	2.4008890760512425E210	8845186
Email	Random_0_30_3000	true	96	3000	0.0	2.4008890760512425E210	10793245
Email	Random_0_30_4000	true	96	4000	0.0	2.4008890760512425E210	14522064
Email	Random_0_30_5000	true	96	5000	0.0	2.4008890760512425E210	18173958
Email	Random_0_30_10000	true	96	10000	0.0	2.4008890760512425E210	31782520
Email	Random_0_30_20000	true	96	20000	0.0	2.4008890760512425E210	61610688
Email	Random_0_30_30000	true	96	30000	0.0	2.4008890760512425E210	91083094
Email	Random_0_30_40000	true	96	40000	0.0	2.4008890760512425E210	120990608
Email	Random_0_30_50000	true	96	50000	0.0	2.4008890760512425E210	151705022
Email	Random_0_30_100000	true	96	100000	0.0	2.4008890760512425E210	302681896
Email	Random_0_30_200000	true	96	200000	0.0	2.4008890760512425E210	605665857
Email	Random_0_30_300000	true	96	300000	0.0	2.4008890760512425E210	1038082096
Email	Random_0_30_400000	true	96	400000	0.0	2.4008890760512425E210	1271983048
Email	Random_0_30_500000	true	96	500000	0.0	2.4008890760512425E210	1542086713
Email	Random_0_30_1000000	true	96	1000000	0.0	2.4008890760512425E210	3113602534
Email	Random_0_40_10	true	96	10	0.0	2.4008890760512425E210	1031285
Email	Random_0_40_20	true	96	20	0.0	2.4008890760512425E210	1497825
Email	Random_0_40_50	true	96	50	0.0	2.4008890760512425E210	1152086
Email	Random_0_40_100	true	96	100	0.0	2.4008890760512425E210	1103745
Email	Random_0_40_200	true	96	200	0.0	2.4008890760512425E210	1948303
Email	Random_0_40_300	true	96	300	0.0	2.4008890760512425E210	2106490
Email	Random_0_40_400	true	96	400	0.0	2.4008890760512425E210	2648249
Email	Random_0_40_500	true	96	500	0.0	2.4008890760512425E210	2760763
Email	Random_0_40_600	true	96	600	0.0	2.4008890760512425E210	3267480
Email	Random_0_40_700	true	96	700	0.0	2.4008890760512425E210	3630278
Email	Random_0_40_800	true	96	800	0.0	2.4008890760512425E210	3746265
Email	Random_0_40_900	true	96	900	0.0	2.4008890760512425E210	4519930
Email	Random_0_40_1000	true	96	1000	0.0	2.4008890760512425E210	4491044
Email	Random_0_40_2000	true	96	2000	0.0	2.4008890760512425E210	8667569
Email	Random_0_40_3000	true	96	3000	0.0	2.4008890760512425E210	13019290
Email	Random_0_40_4000	true	96	4000	0.0	2.4008890760512425E210	16474167
Email	Random_0_40_5000	true	96	5000	0.0	2.4008890760512425E210	20261587
Email	Random_0_40_10000	true	96	10000	0.0	2.4008890760512425E210	39404687
Email	Random_0_40_20000	true	96	20000	0.0	2.4008890760512425E210	81196695
Email	Random_0_40_30000	true	96	30000	0.0	2.4008890760512425E210	127008540
Email	Random_0_40_40000	true	96	40000	0.0	2.4008890760512425E210	173912682
Email	Random_0_40_50000	true	96	50000	0.0	2.4008890760512425E210	210478620
Email	Random_0_40_100000	true	96	100000	0.0	2.4008890760512425E210	413496034
Email	Random_0_40_200000	true	96	200000	0.0	2.4008890760512425E210	887906655
Email	Random_0_40_300000	true	96	300000	0.0	2.4008890760512425E210	1182582046
Email	Random_0_40_400000	true	96	400000	0.0	2.4008890760512425E210	1790094893
Email	Random_0_40_500000	true	96	500000	0.0	2.4008890760512425E210	1982253686
Email	Random_0_40_1000000	true	96	1000000	0.0	2.4008890760512425E210	4037326336
Email	Random_0_50_10	true	96	10	0.0	2.4008890760512425E210	645172
Email	Random_0_50_20	true	96	20	0.0	2.4008890760512425E210	552931
Email	Random_0_50_50	true	96	50	0.0	2.4008890760512425E210	743613
Email	Random_0_50_100	true	96	100	0.0	2.4008890760512425E210	964664
Email	Random_0_50_200	true	96	200	0.0	2.4008890760512425E210	1470019
Email	Random_0_50_300	true	96	300	0.0	2.4008890760512425E210	1923821
Email	Random_0_50_400	true	96	400	0.0	2.4008890760512425E210	2446181
Email	Random_0_50_500	true	96	500	0.0	2.4008890760512425E210	2904942
Email	Random_0_50_600	true	96	600	0.0	2.4008890760512425E210	3190365
Email	Random_0_50_700	true	96	700	0.0	2.4008890760512425E210	3945735
Email	Random_0_50_800	true	96	800	0.0	2.4008890760512425E210	4245064
Email	Random_0_50_900	true	96	900	0.0	2.4008890760512425E210	4902908
Email	Random_0_50_1000	true	96	1000	0.0	2.4008890760512425E210	22960424
Email	Random_0_50_2000	true	96	2000	0.0	2.4008890760512425E210	14744329
Email	Random_0_50_3000	true	96	3000	0.0	2.4008890760512425E210	21572024
Email	Random_0_50_4000	true	96	4000	0.0	2.4008890760512425E210	28572748
Email	Random_0_50_5000	true	96	5000	0.0	2.4008890760512425E210	31885148
Email	Random_0_50_10000	true	96	10000	0.0	2.4008890760512425E210	48722359
Email	Random_0_50_20000	true	96	20000	0.0	2.4008890760512425E210	97996398
Email	Random_0_50_30000	true	96	30000	0.0	2.4008890760512425E210	148069952
Email	Random_0_50_40000	true	96	40000	0.0	2.4008890760512425E210	195922094
Email	Random_0_50_50000	true	96	50000	0.0	2.4008890760512425E210	244635561
Email	Random_0_50_100000	true	96	100000	0.0	2.4008890760512425E210	501591458
Email	Random_0_50_200000	true	96	200000	0.0	2.4008890760512425E210	989475598
Email	Random_0_50_300000	true	96	300000	0.0	2.4008890760512425E210	1470515709
Email	Random_0_50_400000	true	96	400000	0.0	2.4008890760512425E210	1952439256
Email	Random_0_50_500000	true	96	500000	0.0	2.4008890760512425E210	2470575886
Email	Random_0_50_1000000	true	96	1000000	0.0	2.4008890760512425E210	5213281197
Email	Random_0_60_10	true	96	10	0.0	2.4008890760512425E210	596705
Email	Random_0_60_20	true	96	20	0.0	2.4008890760512425E210	517776
Email	Random_0_60_50	true	96	50	0.0	2.4008890760512425E210	1028738
Email	Random_0_60_100	true	96	100	0.0	2.4008890760512425E210	1173222
Email	Random_0_60_200	true	96	200	0.0	2.4008890760512425E210	1614620
Email	Random_0_60_300	true	96	300	0.0	2.4008890760512425E210	2336046
Email	Random_0_60_400	true	96	400	0.0	2.4008890760512425E210	2705958
Email	Random_0_60_500	true	96	500	0.0	2.4008890760512425E210	10398764
Email	Random_0_60_600	true	96	600	0.0	2.4008890760512425E210	3954909
Email	Random_0_60_700	true	96	700	0.0	2.4008890760512425E210	4744296
Email	Random_0_60_800	true	96	800	0.0	2.4008890760512425E210	7628842
Email	Random_0_60_900	true	96	900	0.0	2.4008890760512425E210	5896152
Email	Random_0_60_1000	true	96	1000	0.0	2.4008890760512425E210	6389389
Email	Random_0_60_2000	true	96	2000	0.0	2.4008890760512425E210	11894661
Email	Random_0_60_3000	true	96	3000	0.0	2.4008890760512425E210	17929227
Email	Random_0_60_4000	true	96	4000	0.0	2.4008890760512425E210	23881381
Email	Random_0_60_5000	true	96	5000	0.0	2.4008890760512425E210	29868369
Email	Random_0_60_10000	true	96	10000	0.0	2.4008890760512425E210	58345688
Email	Random_0_60_20000	true	96	20000	0.0	2.4008890760512425E210	117264753
Email	Random_0_60_30000	true	96	30000	0.0	2.4008890760512425E210	183821369
Email	Random_0_60_40000	true	96	40000	0.0	2.4008890760512425E210	237119678
Email	Random_0_60_50000	true	96	50000	0.0	2.4008890760512425E210	292714880
Email	Random_0_60_100000	true	96	100000	0.0	2.4008890760512425E210	586781640
Email	Random_0_60_200000	true	96	200000	0.0	2.4008890760512425E210	1179137661
Email	Random_0_60_300000	true	96	300000	0.0	2.4008890760512425E210	1931807190
Email	Random_0_60_400000	true	96	400000	0.0	2.4008890760512425E210	2458511829
Email	Random_0_60_500000	true	96	500000	0.0	2.4008890760512425E210	3026841904
Email	Random_0_60_1000000	true	96	1000000	0.0	2.4008890760512425E210	6137608652
Email	Random_0_70_10	true	96	10	0.0	2.4008890760512425E210	615704
Email	Random_0_70_20	true	96	20	0.0	2.4008890760512425E210	621232
Email	Random_0_70_50	true	96	50	0.0	2.4008890760512425E210	792077
Email	Random_0_70_100	true	96	100	0.0	2.4008890760512425E210	1304223
Email	Random_0_70_200	true	96	200	0.0	2.4008890760512425E210	1764257
Email	Random_0_70_300	true	96	300	0.0	2.4008890760512425E210	2305169
Email	Random_0_70_400	true	96	400	0.0	2.4008890760512425E210	3063418
Email	Random_0_70_500	true	96	500	0.0	2.4008890760512425E210	3670185
Email	Random_0_70_600	true	96	600	0.0	2.4008890760512425E210	4565921
Email	Random_0_70_700	true	96	700	0.0	2.4008890760512425E210	5184020
Email	Random_0_70_800	true	96	800	0.0	2.4008890760512425E210	6448716
Email	Random_0_70_900	true	96	900	0.0	2.4008890760512425E210	6883189
Email	Random_0_70_1000	true	96	1000	0.0	2.4008890760512425E210	7858000
Email	Random_0_70_2000	true	96	2000	0.0	2.4008890760512425E210	14074338
Email	Random_0_70_3000	true	96	3000	0.0	2.4008890760512425E210	20931191
Email	Random_0_70_4000	true	96	4000	0.0	2.4008890760512425E210	33946114
Email	Random_0_70_5000	true	96	5000	0.0	2.4008890760512425E210	36139824
Email	Random_0_70_10000	true	96	10000	0.0	2.4008890760512425E210	68280127
Email	Random_0_70_20000	true	96	20000	0.0	2.4008890760512425E210	136355145
Email	Random_0_70_30000	true	96	30000	0.0	2.4008890760512425E210	215455645
Email	Random_0_70_40000	true	96	40000	0.0	2.4008890760512425E210	295026586
Email	Random_0_70_50000	true	96	50000	0.0	2.4008890760512425E210	364827030
Email	Random_0_70_100000	true	96	100000	0.0	2.4008890760512425E210	678959847
Email	Random_0_70_200000	true	96	200000	0.0	2.4008890760512425E210	1382824702
Email	Random_0_70_300000	true	96	300000	0.0	2.4008890760512425E210	2107159388
Email	Random_0_70_400000	true	96	400000	0.0	2.4008890760512425E210	2768658559
Email	Random_0_70_500000	true	96	500000	0.0	2.4008890760512425E210	3395573082
Email	Random_0_70_1000000	true	96	1000000	0.0	2.4008890760512425E210	7182449473
Email	Random_0_80_10	true	96	10	0.0	2.4008890760512425E210	933776
Email	Random_0_80_20	true	96	20	0.0	2.4008890760512425E210	628572
Email	Random_0_80_50	true	96	50	0.0	2.4008890760512425E210	823615
Email	Random_0_80_100	true	96	100	0.0	2.4008890760512425E210	1249010
Email	Random_0_80_200	true	96	200	0.0	2.4008890760512425E210	2422699
Email	Random_0_80_300	true	96	300	0.0	2.4008890760512425E210	3065513
Email	Random_0_80_400	true	96	400	0.0	2.4008890760512425E210	3915732
Email	Random_0_80_500	true	96	500	0.0	2.4008890760512425E210	4856480
Email	Random_0_80_600	true	96	600	0.0	2.4008890760512425E210	5824690
Email	Random_0_80_700	true	96	700	0.0	2.4008890760512425E210	6357911
Email	Random_0_80_800	true	96	800	0.0	2.4008890760512425E210	7233995
Email	Random_0_80_900	true	96	900	0.0	2.4008890760512425E210	8322873
Email	Random_0_80_1000	true	96	1000	0.0	2.4008890760512425E210	9340543
Email	Random_0_80_2000	true	96	2000	0.0	2.4008890760512425E210	18064470
Email	Random_0_80_3000	true	96	3000	0.0	2.4008890760512425E210	26755108
Email	Random_0_80_4000	true	96	4000	0.0	2.4008890760512425E210	34701725
Email	Random_0_80_5000	true	96	5000	0.0	2.4008890760512425E210	44245545
Email	Random_0_80_10000	true	96	10000	0.0	2.4008890760512425E210	84039047
Email	Random_0_80_20000	true	96	20000	0.0	2.4008890760512425E210	171865267
Email	Random_0_80_30000	true	96	30000	0.0	2.4008890760512425E210	255991926
Email	Random_0_80_40000	true	96	40000	0.0	2.4008890760512425E210	330592676
Email	Random_0_80_50000	true	96	50000	0.0	2.4008890760512425E210	386835875
Email	Random_0_80_100000	true	96	100000	0.0	2.4008890760512425E210	813093898
Email	Random_0_80_200000	true	96	200000	0.0	2.4008890760512425E210	1817206977
Email	Random_0_80_300000	true	96	300000	0.0	2.4008890760512425E210	2573834239
Email	Random_0_80_400000	true	96	400000	0.0	2.4008890760512425E210	3327046104
Email	Random_0_80_500000	true	96	500000	0.0	2.4008890760512425E210	4134779878
Email	Random_0_80_1000000	true	96	1000000	0.0	2.4008890760512425E210	8266816907
Email	Random_0_90_10	true	96	10	0.0	2.4008890760512425E210	1020317
Email	Random_0_90_20	true	96	20	0.0	2.4008890760512425E210	591973
Email	Random_0_90_50	true	96	50	0.0	2.4008890760512425E210	1050456
Email	Random_0_90_100	true	96	100	0.0	2.4008890760512425E210	1325794
Email	Random_0_90_200	true	96	200	0.0	2.4008890760512425E210	2554393
Email	Random_0_90_300	true	96	300	0.0	2.4008890760512425E210	3170657
Email	Random_0_90_400	true	96	400	0.0	2.4008890760512425E210	4117651
Email	Random_0_90_500	true	96	500	0.0	2.4008890760512425E210	5207786
Email	Random_0_90_600	true	96	600	0.0	2.4008890760512425E210	5987934
Email	Random_0_90_700	true	96	700	0.0	2.4008890760512425E210	7299550
Email	Random_0_90_800	true	96	800	0.0	2.4008890760512425E210	7882412
Email	Random_0_90_900	true	96	900	0.0	2.4008890760512425E210	8502428
Email	Random_0_90_1000	true	96	1000	0.0	2.4008890760512425E210	10123093
Email	Random_0_90_2000	true	96	2000	0.0	2.4008890760512425E210	19223898
Email	Random_0_90_3000	true	96	3000	0.0	2.4008890760512425E210	28092343
Email	Random_0_90_4000	true	96	4000	0.0	2.4008890760512425E210	40189191
Email	Random_0_90_5000	true	96	5000	0.0	2.4008890760512425E210	47321600
Email	Random_0_90_10000	true	96	10000	0.0	2.4008890760512425E210	93139585
Email	Random_0_90_20000	true	96	20000	0.0	2.4008890760512425E210	188860812
Email	Random_0_90_30000	true	96	30000	0.0	2.4008890760512425E210	279374380
Email	Random_0_90_40000	true	96	40000	0.0	2.4008890760512425E210	375134284
Email	Random_0_90_50000	true	96	50000	0.0	2.4008890760512425E210	465358718
Email	Random_0_90_100000	true	96	100000	0.0	2.4008890760512425E210	963374191
Email	Random_0_90_200000	true	96	200000	0.0	2.4008890760512425E210	2004606740
Email	Random_0_90_300000	true	96	300000	0.0	2.4008890760512425E210	2888993996
Email	Random_0_90_400000	true	96	400000	0.0	2.4008890760512425E210	3994365527
Email	Random_0_90_500000	true	96	500000	0.0	2.4008890760512425E210	4897356175
Email	Random_0_90_1000000	true	96	1000000	0.0	2.4008890760512425E210	9536605685
Email	Random_0_100_10	true	96	10	0.0	2.4008890760512425E210	793179
Email	Random_0_100_20	true	96	20	0.0	2.4008890760512425E210	1130745
Email	Random_0_100_50	true	96	50	0.0	2.4008890760512425E210	1351625
Email	Random_0_100_100	true	96	100	0.0	2.4008890760512425E210	2936147
Email	Random_0_100_200	true	96	200	0.0	2.4008890760512425E210	4369162
Email	Random_0_100_300	true	96	300	0.0	2.4008890760512425E210	4215695
Email	Random_0_100_400	true	96	400	0.0	2.4008890760512425E210	5074027
Email	Random_0_100_500	true	96	500	0.0	2.4008890760512425E210	6115152
Email	Random_0_100_600	true	96	600	0.0	2.4008890760512425E210	6701543
Email	Random_0_100_700	true	96	700	0.0	2.4008890760512425E210	7724922
Email	Random_0_100_800	true	96	800	0.0	2.4008890760512425E210	8769211
Email	Random_0_100_900	true	96	900	0.0	2.4008890760512425E210	9777860
Email	Random_0_100_1000	true	96	1000	0.0	2.4008890760512425E210	10669376
Email	Random_0_100_2000	true	96	2000	0.0	2.4008890760512425E210	21503516
Email	Random_0_100_3000	true	96	3000	0.0	2.4008890760512425E210	30596826
Email	Random_0_100_4000	true	96	4000	0.0	2.4008890760512425E210	42114348
Email	Random_0_100_5000	true	96	5000	0.0	2.4008890760512425E210	51557462
Email	Random_0_100_10000	true	96	10000	0.0	2.4008890760512425E210	104015574
Email	Random_0_100_20000	true	96	20000	0.0	2.4008890760512425E210	216993996
Email	Random_0_100_30000	true	96	30000	0.0	2.4008890760512425E210	311581707
Email	Random_0_100_40000	true	96	40000	0.0	2.4008890760512425E210	427251794
Email	Random_0_100_50000	true	96	50000	0.0	2.4008890760512425E210	538592418
Email	Random_0_100_100000	true	96	100000	0.0	2.4008890760512425E210	1055919632
Email	Random_0_100_200000	true	96	200000	0.0	2.4008890760512425E210	2112569490
Email	Random_0_100_300000	true	96	300000	0.0	2.4008890760512425E210	3215691004
Email	Random_0_100_400000	true	96	400000	0.0	2.4008890760512425E210	4255062470
Email	Random_0_100_500000	true	96	500000	0.0	2.4008890760512425E210	5538819328
Email	Random_0_100_1000000	true	96	1000000	0.0	2.4008890760512425E210	11009055592
Email	W_METHOD_1	true	96	9120	0.0	2.4008890760512425E210	43916737
Email	W_METHOD_2	true	96	866495	0.0	2.4008890760512425E210	780477714
Email	W_METHOD_3	true	96	82317120	0.0	2.4008890760512425E210	89562039426
Date1	Random_0_10_10	false	96	10	11904.0	2.4008890760512425E210	6235247
Date1	Random_0_10_20	false	96	20	11904.0	2.4008890760512425E210	9011352
Date1	Random_0_10_50	false	96	50	11904.0	2.4008890760512425E210	8867364
Date1	Random_0_10_100	false	96	100	11904.0	2.4008890760512425E210	8968249
Date1	Random_0_10_200	false	96	200	11904.0	2.4008890760512425E210	8860608
Date1	Random_0_10_300	false	96	300	11904.0	2.4008890760512425E210	7245476
Date1	Random_0_10_400	false	96	400	11904.0	2.4008890760512425E210	6775224
Date1	Random_0_10_500	false	96	500	11904.0	2.4008890760512425E210	6164412
Date1	Random_0_10_600	false	96	600	11904.0	2.4008890760512425E210	7165561
Date1	Random_0_10_700	false	96	700	11904.0	2.4008890760512425E210	6185488
Date1	Random_0_10_800	false	96	800	11904.0	2.4008890760512425E210	5740048
Date1	Random_0_10_900	false	96	900	11904.0	2.4008890760512425E210	5779419
Date1	Random_0_10_1000	false	96	1000	11904.0	2.4008890760512425E210	6577036
Date1	Random_0_10_2000	false	96	2000	11904.0	2.4008890760512425E210	7092371
Date1	Random_0_10_3000	false	96	3000	11904.0	2.4008890760512425E210	8827511
Date1	Random_0_10_4000	false	96	4000	11904.0	2.4008890760512425E210	9029494
Date1	Random_0_10_5000	false	96	5000	11904.0	2.4008890760512425E210	9604115
Date1	Random_0_10_10000	false	96	10000	11904.0	2.4008890760512425E210	17119897
Date1	Random_0_10_20000	false	96	20000	11904.0	2.4008890760512425E210	31484563
Date1	Random_0_10_30000	false	96	30000	11904.0	2.4008890760512425E210	47030049
Date1	Random_0_10_40000	false	96	40000	11904.0	2.4008890760512425E210	60181444
Date1	Random_0_10_50000	false	96	50000	11904.0	2.4008890760512425E210	71396109
Date1	Random_0_10_100000	false	96	100000	11904.0	2.4008890760512425E210	140509261
Date1	Random_0_10_200000	false	96	200000	11904.0	2.4008890760512425E210	281764196
Date1	Random_0_10_300000	false	96	300000	11904.0	2.4008890760512425E210	474587189
Date1	Random_0_10_400000	false	96	400000	11904.0	2.4008890760512425E210	520642789
Date1	Random_0_10_500000	false	96	500000	11904.0	2.4008890760512425E210	638380885
Date1	Random_0_10_1000000	false	96	1000000	11904.0	2.4008890760512425E210	1206810775
Date1	Random_0_20_10	false	96	10	11904.0	2.4008890760512425E210	2953925
Date1	Random_0_20_20	false	96	20	11904.0	2.4008890760512425E210	1822786
Date1	Random_0_20_50	false	96	50	11904.0	2.4008890760512425E210	1931448
Date1	Random_0_20_100	false	96	100	11904.0	2.4008890760512425E210	1907191
Date1	Random_0_20_200	false	96	200	11904.0	2.4008890760512425E210	2044305
Date1	Random_0_20_300	false	96	300	11904.0	2.4008890760512425E210	2401724
Date1	Random_0_20_400	false	96	400	11904.0	2.4008890760512425E210	2751135
Date1	Random_0_20_500	false	96	500	11904.0	2.4008890760512425E210	2558729
Date1	Random_0_20_600	false	96	600	11904.0	2.4008890760512425E210	3123349
Date1	Random_0_20_700	false	96	700	11904.0	2.4008890760512425E210	3267477
Date1	Random_0_20_800	false	96	800	11904.0	2.4008890760512425E210	3844597
Date1	Random_0_20_900	false	96	900	11904.0	2.4008890760512425E210	3735115
Date1	Random_0_20_1000	false	96	1000	11904.0	2.4008890760512425E210	3978671
Date1	Random_0_20_2000	false	96	2000	11904.0	2.4008890760512425E210	6143297
Date1	Random_0_20_3000	false	96	3000	11904.0	2.4008890760512425E210	8497188
Date1	Random_0_20_4000	false	96	4000	11904.0	2.4008890760512425E210	10683963
Date1	Random_0_20_5000	false	96	5000	11904.0	2.4008890760512425E210	13398558
Date1	Random_0_20_10000	false	96	10000	11904.0	2.4008890760512425E210	23857168
Date1	Random_0_20_20000	false	96	20000	11904.0	2.4008890760512425E210	45985072
Date1	Random_0_20_30000	false	96	30000	11904.0	2.4008890760512425E210	67234608
Date1	Random_0_20_40000	false	96	40000	11904.0	2.4008890760512425E210	90373281
Date1	Random_0_20_50000	false	96	50000	11904.0	2.4008890760512425E210	124513549
Date1	Random_0_20_100000	false	96	100000	11904.0	2.4008890760512425E210	260988472
Date1	Random_0_20_200000	false	96	200000	11904.0	2.4008890760512425E210	505537623
Date1	Random_0_20_300000	false	96	300000	11904.0	2.4008890760512425E210	747892441
Date1	Random_0_20_400000	false	96	400000	11904.0	2.4008890760512425E210	930323762
Date1	Random_0_20_500000	false	96	500000	11904.0	2.4008890760512425E210	1097442388
Date1	Random_0_20_1000000	false	96	1000000	11904.0	2.4008890760512425E210	2253229719
Date1	Random_0_30_10	false	96	10	11904.0	2.4008890760512425E210	1946384
Date1	Random_0_30_20	false	96	20	11904.0	2.4008890760512425E210	1770691
Date1	Random_0_30_50	false	96	50	11904.0	2.4008890760512425E210	1933980
Date1	Random_0_30_100	false	96	100	11904.0	2.4008890760512425E210	2214434
Date1	Random_0_30_200	false	96	200	11904.0	2.4008890760512425E210	2418719
Date1	Random_0_30_300	false	96	300	11904.0	2.4008890760512425E210	2714991
Date1	Random_0_30_400	false	96	400	11904.0	2.4008890760512425E210	3423940
Date1	Random_0_30_500	false	96	500	11904.0	2.4008890760512425E210	4596188
Date1	Random_0_30_600	false	96	600	11904.0	2.4008890760512425E210	3968637
Date1	Random_0_30_700	false	96	700	11904.0	2.4008890760512425E210	4415507
Date1	Random_0_30_800	false	96	800	11904.0	2.4008890760512425E210	4931473
Date1	Random_0_30_900	false	96	900	11904.0	2.4008890760512425E210	5352361
Date1	Random_0_30_1000	false	96	1000	11904.0	2.4008890760512425E210	5665547
Date1	Random_0_30_2000	false	96	2000	11904.0	2.4008890760512425E210	9441172
Date1	Random_0_30_3000	false	96	3000	11904.0	2.4008890760512425E210	12548146
Date1	Random_0_30_4000	false	96	4000	11904.0	2.4008890760512425E210	16165469
Date1	Random_0_30_5000	false	96	5000	11904.0	2.4008890760512425E210	20933601
Date1	Random_0_30_10000	false	96	10000	11904.0	2.4008890760512425E210	37518049
Date1	Random_0_30_20000	false	96	20000	11904.0	2.4008890760512425E210	71039909
Date1	Random_0_30_30000	false	96	30000	11904.0	2.4008890760512425E210	99818265
Date1	Random_0_30_40000	false	96	40000	11904.0	2.4008890760512425E210	128872794
