Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email	RND_POP	30	180	100	206614718206	3	1.0	49153	6.851450107406616E293	1.728357344786866E297	false	2147483647	2.0	Email_oracle	(\w){1,}@((((([\a-\z]|(.&~([\A-\Z])))|\_)|[\0-\9])){1,})?\.[\A-\Z](([\a-\z]|[\A-\Z])){2,2}
1	Date1	RND_POP	30	180	100	210040616485	3	1.0	48326	61536.0	14592.0	false	2147483647	2.0	Date1_oracle	((\0[\1-\9]|\1((\0|\1)|\2))|[\A-\Z])(((\-|\ )|\/)|\.)(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))((\ |\/)|\.)(19|20)(\d|\D)\d
1	IndianVehicle	RND_POP	30	180	100	192490421308	3	1.0	16628	8.274770237564774E34	8.260885235240116E34	false	2147483647	2.0	IndianVehicle_oracle	(((.&~(((([\A-\Z]|\|)|[\a-\z])|[\0-\9])))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((.&~(([\A-\Z]|\|)))){1,2}(\s){1,1}(\d){1,4})?(((.&~((([\A-\Z]|\|)|[\A-\Z])))){3,3}(\s){1,1}(\d){1,4})?
1	ItalianFiscalCode	RND_POP	30	180	100	211539910651	3	1.0	41217	1.5317986395384537E269	3.530480472217354E24	false	2147483647	2.0	ItalianFiscalCode_oracle	(([\A-\Z]|[\a-\z])){6,6}((.&~([\0-\9]))){2,2}(([\A-\Z]|[\a-\z])){1,2}([\0-\9]){2,2}(([\A-\Z]|[\a-\z])){1,1}([\0-\9]){3,3}((~([\A-\Z])|[\a-\z])){1,1}
1	URL	RND_POP	30	180	100	210022097344	3	1.0	41846	9.687193316085692E288	9.687341056824397E288	false	2147483647	2.0	URL_oracle	(.&~((([\a-\z]|[\A-\Z])\:|\\)))\\(((.&~(\\))){1,}\\)*(((((((\/|\:)|\*)|\?)|\<)|\>)|\|)){1,}.htm(\l)?
1	phone	RND_POP	30	180	100	204625868205	3	1.0	162224	1.10000000144E11	1.10000000008E11	false	2147483647	2.0	phone_oracle	[\1-\9](\d){2,2}\-((\d|\D)){4,4}\-(\d){4,4}
1	URL1	RND_POP	30	180	100	210102927131	3	1.0	29623	2.9173680884462717E289	9.687341056824397E288	false	2147483647	2.0	URL1_oracle	((~([\A-\Z])|[\a-\z]):\((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|))))?\.(\w){2,6}|(\\){2,2}((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|))))*\.(\w){2,6})
1	UScurrency	RND_POP	30	180	100	225209005529	3	1.0	143209	253.0	109.0	false	2147483647	2.0	UScurrency_oracle	\$(((\d){1,3}(\,(\d){3,3})*|(\D){2,})|[\A-\Z])\.(\d){2,2}
1	Date2	RND_POP	30	180	100	210008162289	2	1.0	18812	8664267.0	13893.0	false	2147483647	2.0	Date2_oracle	((\0[\1-\9]|((\1|\2)\d|\3(\0|\1)))\/(\0((((\1|\3)|\5)|\7)|\8)|\1(\0|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){3,3}|((.&~((\0[\1-\9]|((\1|\2)\d|30))))\/(\0(((((((\1|\3)|\4)|\5)|\6)|\7)|\8)|\9)|\1((\0|\1)|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|((\0[\1-\9]|(1d|\2[\0-\8]))/02/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|29/02/((\1[\6-\9]|[\2-\9]\d)(\0(\4|\8)|((((\2|\4)|\6)|\8)((\0|\4)|\8)|((((\1|\3)|\5)|\7)|\9)(\2|\6)))|(16|((((\2|\4)|\6)|\8)((\0|\4)|\8)|(((\3|\5)|\7)|\9)(\2|\6)))00))))
1	USphoneNumber	RND_POP	30	180	100	183054077789	3	1.0	87570	1.310048073509376E18	1.310048073509376E18	false	2147483647	2.0	USphoneNumber_oracle	(.&~((.&~([\1-\9]))))(\d){2,2}\-(\d){3,3}\-(\d){4,4}
