Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email	ALL	30	600	100	626408572067	22	1.0	2441	0.0	1.728357344786866E297	true	2147483647	2.0	Email_oracle	(((.&~(((\w|\W)|\w))))?){1,}\@((((~([\b-\z])|[\A-\Z])|\_)){1,})?.((\.&~((([\a-\z]|[\A-\Z])|((\.&~([\A-\Z]))|(.&~([\0-\9]))))))){1,2}
1	Date1	ALL	30	600	100	606696152345	17	1.0	1287	8064.0	14592.0	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|\.)(\1[\0-\4]|\0[\1-\9])(((\-|\ )|\/)|\.)(19|20)dd
1	IndianVehicle	ALL	30	600	100	618217195025	14	1.0	1299	0.0	8.260885235240116E34	true	2147483647	2.0	IndianVehicle_oracle	(((.&~((.&~(([\A-\Z]|(\||[\a-\z]))))))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((.&~((.&~(([\A-\Z]|(\||([\a-\z]|[\B-\Z])))))))){1,2}(\s){1,1}(\d){1,4})?(((([\A-\Z]|\|)|[\a-\z])){3,3}(\s){1,1}(\d){1,4})?
1	ItalianFiscalCode	ALL	30	600	100	600371069541	17	1.0	908	3.530480472217354E24	3.530480472217354E24	true	2147483647	2.0	ItalianFiscalCode_oracle	([\a-\z]|([\A-\Z]|([\a-\z]|[\a-\z])))([\A-\Z]|([\A-\Z]|([\a-\z]|[\A-\Z])))(((([\A-\Z]|[\a-\z])|([\A-\Z]|[\a-\z]))|[\A-\Z])){4,4}([\0-\9]){2,2}(([\A-\Z]|[\a-\z])){1,1}([\0-\9]){2,2}(((([\A-\Z]|[\a-\z])|[\a-\z])|[\a-\z])){1,1}([\0-\9]){3,3}((([\A-\Z]|[\A-\Z])|([\a-\z]|[\A-\Z]))){1,1}
1	URL	ALL	30	600	100	616403428121	17	1.0	1664	9.687193300201184E288	9.687341056824397E288	true	2147483647	2.0	URL_oracle	(\\|[\a-\z])\\(.&~(\\))+\*(\.&~((((.&~((\/|\:)))|(.&~((\?|(.&~((\"|(\<|(\>|\|)))))))))|[\a-\z])))~(\+).(((\h|\H)|[\A-\Z])tM(\l|\L)){1,}
1	phone	ALL	30	600	100	617565963268	24	1.0	1164	1.1E11	1.10000000008E11	true	2147483647	2.0	phone_oracle	(\.&~((.&~([\2-\9]))))((\.&~((((\d|\D)|\d)|(\.&~([\1-\7])))))??){2,}\-(\d){3,3}\-(\D){4,}
1	URL1	ALL	30	600	100	626293458952	16	1.0	547	1.4775662321192475E284	9.687341056824398E288	true	2147483647	2.0	URL1_oracle	(.&~((.&~(((.&~(([\B-\Y]|[\B-\Y]))):\((.&~((((((\/|\:)|\*)|\<)|\>)|\|)))){1,}\.(\w){2,6}|(\\){0,2}(.&~(((.&~((\/|(\:|(\*|(\?|(\<|\>)))))))|\|)))\+.(\w){2,6})))))
1	UScurrency	ALL	30	600	100	604415576081	61	0.9949874686716792	397	109.0	109.0	true	2147483647	2.0	UScurrency_oracle	\$((\.&~((\.&~(((\.&~(((\.&~((.&~((([\A-\Z]|[\a-\z])|[\B-\y])))))|(\.&~(([\A-\Y]|(.&~((\.&~([\B-\z]))))))))))|[\c-\z])))))\?|((\d){1,3}(\,(\d){3,3})*|(\d){1,}))\.(\d){2,2}
1	Date2	ALL	30	600	100	622161229029	5	0.9879518072289156	246	11904.0	13893.0	true	2147483647	2.0	Date2_oracle	(.&~(((\0[\1-\9]|((\1|\2)\d|\3(\0|\1)))\/(\.&~((\0((((\1|\3)|\5)|\7)|\8)|\1(\0|\2))))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|((\0[\1-\9]|((\1|\2)\d|30))\/(\0(((((((\1|\3)|\4)|\5)|\6)|\7)|\8)|\9)|~(\1)((\0|\1)|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|(.&~(((\0[\1-\9]|(1D|\2[\0-\8]))/02/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|29/02/((\1[\6-\9]|[\2-\9]\d)(\0(\4|\8)|((((\2|\4)|\6)|\8)((\0|\4)|\8)|((((\1|\3)|\5)|\7)|\9)(\2|\6)))|(16|((((\2|\4)|\6)|\8)((.&~((\0|\4)))|\8)|(((\3|\5)|\7)|\9)(\2|\6)))00))))))))
1	USphoneNumber	ALL	30	600	100	603683281971	26	1.0	997	1.310048073509376E18	1.310048073509376E18	true	2147483647	2.0	USphoneNumber_oracle	(\.&~((.&~(([\2-\8]|[\A-\Z])))))(\d){3,}\-(\D){3,3}\d((\.&~((.&~((\D|([\a-\z]|[\A-\Z]))))))){3,}\d((\d|\D))?((\d|(\D|~(\d)))){1,1}
1	USphoneNumber2	ALL	30	600	100	612735123285	24	1.0	1105	12.0	20.0	true	2147483647	2.0	USphoneNumber2_oracle	(\.&~((\.&~(\2))))(~(\d)){2,3}-D(.&~(((\D|\d)|[\b-\z])))?d(\d|\D)\?~(\-)(~(\d)){4,4}
1	SocialSecurity1	ALL	30	600	100	611305120568	40	1.0	1119	51.0	52.0	true	2147483647	2.0	SocialSecurity1_oracle	~(\D)dD(\D|[\0-\9])*-d((\.&~((.&~(((\d|[\1-\9])|[\0-\9])))))){2,}\-(~(\D)){0,6}(\D|[\0-\8])[\*-\d](\.&~((.&~((\d|[\1-\9])))))+-(~(\D)){0,6}
1	SwedishSocialSecurity1	ALL	30	600	100	630006231116	16	1.0	785	0.0	1.1561256E8	true	2147483647	2.0	SwedishSocialSecurity1_oracle	(20(\0[\0-\9]|\1[\0-\1])|(\1(.&~([\0-\8])))?(\d){2,2})(\0[\1-\9]|\1[\0-\2])(\0[\1-\9]|(\2[\0-\9]|\3(\0|\1)))(\-)?(\d){4,4}(((.&~((\,|(.|(([\a-\z]|(([\A-\Z]|[\a-\z])|[\b-\z]))|(([\A-\Z]|[\a-\y])|[\A-\z])))))))?)?
1	ScientificNotation	ALL	30	600	100	619215019867	22	1.0	2863	33692.0	224132.0	true	2147483647	2.0	ScientificNotation_oracle	(\-)?(((.&~((\1|\9)))|[\a-\y])|[\A-\z])?:.(\D|\d)+?(\.&~((\.&~((((\e|\e)|\E)|([\a-\z]|[\A-\Z]))))))(((.&~((\-|\+))))?)?d+
1	MACaddress	ALL	30	600	100	614755146962	18	1.0	2123	0.0	1.284608653060096E16	true	2147483647	2.0	MACaddress_oracle	(([\a-\f]|([\A-\F]|[\a-\f]))(([\a-\f]|[\a-\f])|[\A-\F])\:){5,5}(([\b-\d]|[\B-\D])|([\A-\F]|[\a-\f]))([\a-\f]|([\A-\F]|([\a-\f]|[\A-\F])))
