Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email	ALL	120	600	100	707649181013	10	1.0	2316	0.0	1.728357344786866E297	true	2147483647	2.0	Email_oracle	\W((\w|(\W|\w)))?@(([\a-\z]|~([\a-\z]))|\_)+?.((\.&~(((.&~([\a-\z]))|[\A-\Z])))){2,2}
1	Date1	ALL	120	600	100	632797730623	12	1.0	1078	8832.0	14592.0	true	2147483647	2.0	Date1_oracle	(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|\.)(\1[\0-\6]|\0[\1-\9])(((\-|\ )|\/)|\.)(19|20)dd
1	IndianVehicle	ALL	120	600	100	653386948234	5	0.9932515337423313	1619	1.6889212441332E13	8.260885235240116E34	true	2147483647	2.0	IndianVehicle_oracle	(((.&~((.&~((([\A-\Z]|[\c-\z])|(\||[\a-\z]))))))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((.&~((.&~(([\A-\Z]|(\||[\a-\z]))))))){1,2}(\s){1,1}(\d){1,4})?(((.&~((((.&~([\A-\Z]))|\|)|[\a-\z])))){3,3}(\s){1,1}(\d){1,4})?
1	ItalianFiscalCode	ALL	120	600	100	648285303386	6	1.0	1039	3.530480472217354E24	3.530480472217354E24	true	2147483647	2.0	ItalianFiscalCode_oracle	((([\A-\Z]|[\a-\z])|[\a-\z])){6,6}([\0-\9]){2,2}((([\A-\Z]|[\a-\z])|[\a-\z])){1,1}([\0-\9]){2,2}(([\A-\Z]|[\a-\z])){1,1}([\0-\9]){3,3}((([\A-\Z]|[\a-\z])|([\A-\Y]|[\a-\z]))){1,1}
1	URL	ALL	120	600	100	638392664762	6	1.0	2312	9.687193300201184E288	9.687341056824396E288	true	2147483647	2.0	URL_oracle	(((.&~([\a-\z]))|[\A-\Z])\:|\\)\\((.&~(\\)))?\+(\\)?(\.&~((.&~((\/|(\:|(\*|(\?|(\"|(\<|(\>|\|)))))))))))+.htm(\l){1,}
1	phone	ALL	120	600	100	635832981936	22	1.0	1237	1.1E11	1.10000000008E11	true	2147483647	2.0	phone_oracle	(\.&~((\.&~(\2))))(\d){2,2}\-((.&~((\d|\d)))){3,3}\d(((\d|~(\d))|[\b-\z])){2,2}~(\D)((~(\D)|\D)){1,1}
1	URL1	ALL	120	600	100	717345464420	7	1.0	654	1.4775662321192475E284	9.687341056824398E288	true	2147483647	2.0	URL1_oracle	(.&~((.&~(([\A-\Z]:\((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|)))){1,}\w((\w|\W)){1,4}((\w|\W)){1,4}|(\\){1,1}((.&~((.&~((\/|(\:|(\*|(\?|(\<|(\>|\|))))))))))){1,}\.(\W){1,6})))))
1	UScurrency	ALL	120	600	100	634196257641	38	0.9991266375545852	1144	109.0	109.0	true	2147483647	2.0	UScurrency_oracle	\$(dddd((((((.&~((~((\d|\D))|\D))))?)?)?)?)*(((((.&~((~(\d)|\d))))?)?)?)?((((((((.&~((~(((\d|(\D|\d))|\d))|\D))))?)?)?)?)?)?){1,}(((((.&~(((.&~(\d))|(~(\d)|\d)))))?)?)?){1,}|(\d){1,3}(\,(\d){3,3})*)\.(\d){2,2}
1	Date2	ALL	120	600	100	712307926879	3	0.9894736842105263	376	11904.0	13893.0	true	2147483647	2.0	Date2_oracle	(.&~(((\0[\1-\9]|\2[\0-\8])/02/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|((\0[\1-\8]|((\1|\2)(\d|\D)|\3(\0|\1)))\/(\0((((\1|\3)|\5)|\7)|\8)|\1(\0|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|(.&~(((\0[\1-\9]|((\1|\2)\d|30))\/(\0(((((((\1|\3)|\4)|\5)|\6)|\7)|\8)|\9)|\1((\0|\1)|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|29/02/((\1[\6-\9]|[\2-\9]\d)(\0(\4|\8)|((((\2|\4)|\6)|\8)((\0|\4)|\8)|((((\1|\3)|\5)|\7)|\9)(\2|\6)))|(16|((((\2|\4)|\6)|\8)((\0|\4)|\8)|(((\3|\5)|\7)|\9)(\2|\6)))00))))))))
1	USphoneNumber	ALL	120	600	100	628973164783	21	1.0	1286	1.310048073509376E18	1.310048073509376E18	true	2147483647	2.0	USphoneNumber_oracle	(\.&~((\.&~([\0-\9]))))(\D){2,2}\-(\d){3,4}\-((\d|\D)|\d)(\.&~((\d|\D)))((((\D|\D)|\D)|\D)){1,1}
1	USphoneNumber2	ALL	120	600	100	631396454609	21	1.0	1283	12.0	20.0	true	2147483647	2.0	USphoneNumber2_oracle	((.&~(([\1-\9]|[\0-\9]))))?(\D){3,}\-(\d){2,3}\-((\.&~((.&~((\d|[\a-\y])))))){3,4}
1	SocialSecurity1	ALL	120	600	100	616183957048	40	1.0	1049	51.0	52.0	true	2147483647	2.0	SocialSecurity1_oracle	(~((.&~((((.&~((.&~([\A-\Y]))))|((\d|\D)|[\a-\z]))|[\A-\z]))))){3,}\-(.&~((.&~(((.&~([\2-\9]))|[\A-\Z])))))((\.&~((.&~(\d))))){1,1}\-(~(\D)){5,5}
1	SwedishSocialSecurity1	ALL	120	600	100	690494356922	6	1.0	956	0.0	1.1561256E8	true	2147483647	2.0	SwedishSocialSecurity1_oracle	(20(\0[\0-\9]|\1[\0-\1])|(\1(.&~([\0-\8])))?(\d){2,2})(\0[\1-\9]|\1[\0-\2])(\0[\1-\9]|(\2[\0-\9]|\3(\0|\1)))(\-)?(\d){4,4}((.&~((((\,|\.)|(.&~([\A-\Z])))|[\A-\z]))))?
1	ScientificNotation	ALL	120	600	100	649332142183	12	1.0	5477	33692.0	224132.0	true	2147483647	2.0	ScientificNotation_oracle	(\-){1,}([\2-\9])?\:.(\d){1,}\?(\.&~((.&~((\E|\E)))))((\-|~(\+))|[\A-\Z])\?(\d|\D)\*
1	MACaddress	ALL	120	600	100	689769791479	8	0.9992044550517104	2512	8.515920346614E13	1.284608653060096E16	true	2147483647	2.0	MACaddress_oracle	(([\a-\f]|[\A-\E])(([\1-\9]|([\a-\f]|[\A-\F]))|[\A-\F])\:){5,5}([\a-\e]|[\A-\F])([\a-\f]|[\A-\F])
1	MACaddress1	ALL	120	600	100	617803437006	21	1.0	508	0.0	1.257352765433856E16	true	2147483647	2.0	MACaddress1_oracle	(((((([\0-\9]|[\A-\F])|[\a-\f])|[\A-\F])|[\a-\f])|[\A-\E])([\0-\9]|([\A-\F]|([\a-\f]|[\A-\F])))\:){5,5}((([\0-\9]|[\A-\F])|[\A-\F])|[\a-\f])((([\0-\9]|[\a-\f])|[\a-\f])|[\A-\F])
1	USzipCode	ALL	120	600	100	667057378972	14	1.0	1454	2.0	4.000100002E9	true	2147483647	2.0	USzipCode_oracle	((\.&~((\.&~([\0-\9]))))){5,5}(\.&~([\--\/]))\?((\.&(.&~([\0-\9])))){0,5}\?
1	CanadaPostalCode	ALL	120	600	100	667636577989	6	0.9807460890493381	815	6878976.0	803088.0	true	2147483647	2.0	CanadaPostalCode_oracle	(((((((((((((((((((\A|\B)|\C)|\E)|\G)|\H)|\J)|\K)|\L)|\M)|\N)|\P)|\R)|\S)|\T)|\V)|\X)|\Y)|[\a-\y])){1,1}(\d){1,1}(([\A-\Z]|[\a-\z])){1,1}(\ )*(\d){1,1}(([\A-\Z]|[\a-\z])){1,1}(\d){1,1}
