Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email	RND_POP	120	600	100	645501965593	2	1.0	127095	6.590546416382314E291	1.728357344786866E297	false	2147483647	2.0	Email_oracle	w+@(((([\a-\z]|[\A-\z])|\_)){1,})?\.((.&~(([\a-\z]|(.&~([\A-\Z])))))){2,3}
1	Date1	RND_POP	120	600	100	626040330783	3	1.0	137567	1.32123264E8	14592.0	false	2147483647	2.0	Date1_oracle	(\0[\1-\9]|\1((\0|\1)|\2))(((\-|\ )|\/)|.)(\1[\0-\9]|(\0[\1-\9]|\3(\0|\1)))(((\-|\ )|\/)|\.)(19|20)dd
1	IndianVehicle	RND_POP	120	600	100	725977877560	3	1.0	49154	8.27426553512696E34	8.260885235240116E34	false	2147483647	2.0	IndianVehicle_oracle	(((.&~((.&~(((.&~([\A-\Z]))|(\||[\a-\z]))))))){2,2}(\s){1,1}(\d){2,2}(\s){1,1}((.&~((\||[\a-\z])))){1,2}(\s){1,1}(\d){1,4})?(((.&~((([\A-\Z]|\|)|[\a-\z])))){3,3}(\s){1,1}(\d){1,4})?
1	ItalianFiscalCode	RND_POP	120	600	100	720013847684	3	1.0	194940	6.074117456614511E265	3.530480472217354E24	false	2147483647	2.0	ItalianFiscalCode_oracle	[\A-\Z](([\A-\Z]|[\a-\z])){5,5}([\0-\9]){2,2}(([\A-\Z]|[\a-\z])){1,1}(~([\0-\9])){2,2}((([\A-\Z]|[\a-\z])|[\a-\z])){1,1}([\0-\9]){3,3}(([\A-\Z]|[\a-\z])){1,1}
1	URL	RND_POP	120	600	100	639626565848	2	1.0	102544	9.687341056840444E288	9.687341056824397E288	false	2147483647	2.0	URL_oracle	(([\a-\z]|[\A-\Z])\:|\\)\\(((.&~(\\))){1,}\\)*(((.&~((((((((\/|\:)|\*)|\?)|\")|\<)|\>)|\|))))?){1,}.htm(\l)*
1	phone	RND_POP	120	600	100	601142994645	3	1.0	359995	1.1000006551E11	1.10000000008E11	false	2147483647	2.0	phone_oracle	([\2-\8]|(.&~([\A-\Z])))(\d){2,2}\-(\d){3,3}\-(\d){4,4}
1	URL1	RND_POP	120	600	100	608536828561	2	1.0	74967	2.3410449472820184E291	9.687341056824397E288	false	2147483647	2.0	URL1_oracle	(~([\A-\Z]):\((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|)))){1,}\.((\w|\W)){2,6}|(\\){2,2}((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|)))){1,}\.(\w){2,6})
1	UScurrency	RND_POP	120	600	100	646278555372	3	1.0	346663	285.0	109.0	false	2147483647	2.0	UScurrency_oracle	\$((\d){1,}|[\0-\9])\.(\d){1,1}
1	Date2	RND_POP	120	600	100	728246879362	3	1.0	29648	15105.0	13893.0	false	2147483647	2.0	Date2_oracle	(29/02/((\1[\6-\9]|[\2-\9](\d|\D))(((\2|\6)|\8)((\0|\4)|\8)|(\0(\4|\8)|((((\1|\3)|\5)|\7)|\9)(\2|\6)))|(16|((((\2|\4)|\6)|\8)((\0|\4)|\8)|(((\3|\5)|\7)|\9)(\2|\6)))00)|(((\0[\1-\9]|((\1|\2)\d|\3(\0|\1)))\/(\0((((\1|\3)|\5)|\7)|\8)|\1(\0|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}|(\0[\1-\9]|((\1|\2)\d|30))\/(\0(((((((\1|\3)|\4)|\5)|\6)|\7)|\8)|\9)|\1((\0|\1)|\2))\/(\1[\6-\9]|[\2-\9]\d)(\D){2,2})|(\0[\1-\9]|(1d|\2[\0-\8]))/02/(\1[\6-\9]|[\2-\9]\d)(\d){2,2}))
1	USphoneNumber	RND_POP	120	600	100	625116042706	3	1.0	446420	4.22642073914787E270	1.310048073509376E18	false	2147483647	2.0	USphoneNumber_oracle	[\2-\9](\d){2,2}\-(~(\d)){3,3}\-(\d){4,4}
1	USphoneNumber2	RND_POP	120	600	100	674530837726	2	1.0	393217	22.0	20.0	false	2147483647	2.0	USphoneNumber2_oracle	([\2-\8]|[\0-\9])(\d){2,2}\-(\d){3,3}\-(\d){4,4}
1	SocialSecurity1	RND_POP	120	600	100	615618681626	2	1.0	380493	55.0	52.0	false	2147483647	2.0	SocialSecurity1_oracle	((\d|\D)){2,2}\-(\d){2,2}\-(\d){4,4}
1	SwedishSocialSecurity1	RND_POP	120	600	100	723970111107	3	1.0	227729	2.5481952E8	1.1561256E8	false	2147483647	2.0	SwedishSocialSecurity1_oracle	(20(\0[\0-\9]|\1[\0-\1])|(\1(.&~([\0-\8])))?(\D){2,2})(\0[\1-\9]|\1[\0-\2])((\0[\1-\9]|(\2[\0-\9]|\3(\0|\1)))|[\a-\z])((\-|\+))?(\d){4,4}(\,|\.)\?
1	ScientificNotation	RND_POP	120	600	100	613807104409	3	1.0	292271	6.225776124876975E19	224132.0	false	2147483647	2.0	ScientificNotation_oracle	(\-)?[\1-\9](?:.((\d|\D)){1,})?\e((\-|\+))?(\D){1,}
1	MACaddress	RND_POP	120	600	100	640348924224	3	1.0	214780	5.001631585271808E15	1.284608653060096E16	false	2147483647	2.0	MACaddress_oracle	(([\0-\9]|[\a-\f])(([\0-\9]|[\a-\f])|[\A-\F])\:){5,5}(([\0-\9]|[\a-\f])|[\A-\F])((([\0-\9]|[\a-\f])|[\A-\F])|[\A-\Z])
