Run	RgxName	genPolicy	timeoutStrGenSecs	totalTimeoutSecs	popSizeFactor	TimeNs	numGens	finalFitness	genStrings	numFinalFaults	numInitFaults	monitoring	maxNumGens	thFitness	OracleName	FinalRgx
1	Email	RND_POP	60	600	100	625263849140	4	1.0	98305	6.145643025047055E290	1.728357344786866E297	false	2147483647	2.0	Email_oracle	(\W){1,}\@(((([\a-\z]|[\A-\Z])|\_)|[\0-\9])){1,}?.((~([\a-\z])|[\A-\Z])){2,3}
1	Date1	RND_POP	60	600	100	660228595054	5	1.0	56843	3.9006432E8	14592.0	false	2147483647	2.0	Date1_oracle	(\0[\1-\9]|\1((\0|\1)|\2))((.&~((\-|(\ |(\/|\.))))))?(\0[\1-\9]|((\1|\2)[\0-\9]|\3(\0|\1)))(((\-|\ )|\/)|\.)(19|20)(\d|(\D|\d))\D
1	IndianVehicle	RND_POP	60	600	100	669407532055	6	1.0	98305	3.8927861021488133E295	8.260885235240116E34	false	2147483647	2.0	IndianVehicle_oracle	((((.&~((([\A-\Z]|\|)|[\a-\z]))))?){2,2}(~(\s)){1,1}(\d){2,2}(\s){1,1}((.&~((([\A-\Z]|\|)|[\a-\z])))){1,2}(~(\s)){1,1}(\d){1,4})?(((.&~(((([\A-\Z]|\|)|[\A-\z])|[\0-\9])))){3,3}(\s){1,1}(\d){1,4})*
1	ItalianFiscalCode	RND_POP	60	600	100	660054055137	5	1.0	71806	1.0709117193671043E97	3.530480472217354E24	false	2147483647	2.0	ItalianFiscalCode_oracle	((\A|\Z)){6,6}([\0-\9]){3,3}(([\A-\Z]|[\A-\Z])){1,1}([\0-\9]){2,2}(([\A-\Z]|[\a-\z])){1,}([\0-\9]){3,3}(([\A-\Z]|[\a-\z])){1,1}
1	URL	RND_POP	60	600	100	660446127395	4	1.0	68481	9.687193300201185E288	9.687341056824396E288	false	2147483647	2.0	URL_oracle	(([\a-\z]|[\A-\Z])\:|\\)\\((\.&~(\\)))?+\*(((.&~((((((((\/|\:)|\*)|\?)|\")|\<)|\>)|\|))))?){1,}.h(\t|\T)\m(\l)?
1	phone	RND_POP	60	600	100	660095550174	4	1.0	318972	1.10000065534E11	1.10000000008E11	false	2147483647	2.0	phone_oracle	(.&~((\2|\9)))(\d){2,2}\-(\d){3,3}\-(\d){4,4}
1	URL1	RND_POP	60	600	100	629348540655	4	1.0	58254	9.683498984887776E288	9.687341056824398E288	false	2147483647	2.0	URL1_oracle	(([\A-\Z]|((.&~([\a-\z]))|[\A-\Z])):\(\.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|)))+.(\w){2,6}|(\\){2,2}(((.&~(((((((\/|\:)|\*)|\?)|\<)|\>)|\|))))?){1,}\.(\w){2,6})
1	UScurrency	RND_POP	60	600	100	628595153477	4	0.9999962152178521	264215	302.0	109.0	false	2147483647	2.0	UScurrency_oracle	\$(((\d){1,4}\,(\d){3,3}\*|(\D){1,})|[\a-\z])\.(\d){2,2}
1	Date2	RND_POP	60	600	100	660030064638	4	1.0	8995	7.894007222482653E276	13893.0	false	2147483647	2.0	Date2_oracle	((\0[\1-\9]|((\1|\2)\d|30))\/(\0(((((((\1|\3)|\4)|\5)|\6)|\7)|\8)|\9)|\1((\0|\1)|\2))\/[\2-\9]\d(\d){3,3}|((29/02/((\1[\6-\9]|[\2-\9]\d)(04|((((\2|\4)|\6)|\8)((\0|\4)|\8)|((((\1|\3)|\5)|\7)|\9)(\2|\6)))|(16|((((\2|\4)|\6)|\8)((\0|\4)|\8)|(((\3|\5)|\7)|\9)(\2|\6)))00)|(\0[\0-\9]|((\1|\2)\d|\3(\0|\1)))\/(\0((((\1|\3)|\5)|\7)|\8)|\1(\0|\2))\/(\1[\6-\9]|[\2-\9]\d)(\d){2,2})|(\0[\1-\9]|(1d|\2[\0-\8]))/02/(\1[\6-\9]|[\2-\9]\d)(~(\d)){2,2}))
1	USphoneNumber	RND_POP	60	600	100	732185586805	4	0.9999940512838816	336205	4.920276382698763E260	1.310048073509376E18	false	2147483647	2.0	USphoneNumber_oracle	~([\2-\9])((\d|\D)){2,}\-(\d){3,}\-(\d){4,4}
